Date,District,RF,T max ,T min,Avg_tem
7/11/2019,Colombo,0,31.3,25,28.15
7/12/2019,Colombo,45.6,31.9,25.8,28.85
7/13/2019,Colombo,10.7,28.8,24.3,26.55
7/14/2019,Colombo,17.6,30.8,24,27.4
7/15/2019,Colombo,0.4,31.2,24.2,27.7
7/16/2019,Colombo,0.9,31.3,26.5,28.9
7/17/2019,Colombo,0.6,31.4,27.3,29.35
7/18/2019,Colombo,1.4,29.4,27,28.2
7/19/2019,Colombo,0,30.4,26.5,28.45
7/20/2019,Colombo,0,30.3,25.9,28.1
7/21/2019,Colombo,0,30.3,26.6,28.45
7/22/2019,Colombo,0,30.2,26.7,28.45
7/23/2019,Colombo,0,30.4,25.9,28.15
7/24/2019,Colombo,0.8,30.8,25.4,28.1
7/25/2019,Colombo,0,30.8,25.6,28.2
7/26/2019,Colombo,1.7,30.4,26.7,28.55
7/27/2019,Colombo,0,30.7,26.7,28.7
7/28/2019,Colombo,0,31.3,27.1,29.2
7/29/2019,Colombo,0,30.8,27,28.9
7/30/2019,Colombo,0,31.1,25.6,28.35
7/31/2019,Colombo,0.3,31.2,26,28.6
8/1/2019,Colombo,6,31.4,27.6,29.5
8/2/2019,Colombo,0,30.8,25.9,28.35
8/3/2019,Colombo,2.4,31.5,27.6,29.55
8/4/2019,Colombo,0.4,31.3,25.7,28.5
8/5/2019,Colombo,1,32.1,27.5,29.8
8/6/2019,Colombo,0.2,32.1,27.4,29.75
8/7/2019,Colombo,31.3,31.6,27.7,29.65
8/8/2019,Colombo,5.7,29.6,23.3,26.45
8/9/2019,Colombo,4.8,28.3,23.4,25.85
8/10/2019,Colombo,56.4,28.8,24.2,26.5
8/11/2019,Colombo,0,30.3,23.6,26.95
8/12/2019,Colombo,0,29.6,25.4,27.5
8/13/2019,Colombo,4,29.6,27,28.3
8/14/2019,Colombo,0,30,25.4,27.7
8/15/2019,Colombo,0,30.3,26.7,28.5
8/16/2019,Colombo,0.1,30.4,27.2,28.8
8/17/2019,Colombo,0.8,30.3,26.7,28.5
8/18/2019,Colombo,0.1,30.7,25.8,28.25
8/19/2019,Colombo,5.8,30.7,25.6,28.15
8/20/2019,Colombo,2.8,30.5,25.5,28
8/21/2019,Colombo,15.6,30.7,24.4,27.55
8/22/2019,Colombo,16.3,27.8,23.9,25.85
8/23/2019,Colombo,16.1,28.2,23.4,25.8
8/24/2019,Colombo,10.6,30.7,23.9,27.3
8/25/2019,Colombo,51.5,30.2,24.9,27.55
8/26/2019,Colombo,2.6,29.2,23.3,26.25
8/27/2019,Colombo,20.2,30.1,24.4,27.25
8/28/2019,Colombo,20.8,30.5,24.6,27.55
8/29/2019,Colombo,2,30.4,24.3,27.35
8/30/2019,Colombo,0,30.1,25.2,27.65
8/31/2019,Colombo,10.9,31.1,25.7,28.4
9/1/2019,Colombo,44.7,30.5,24.9,27.7
9/2/2019,Colombo,1.1,30.7,24.8,27.75
9/3/2019,Colombo,2.1,30.9,25.8,28.35
9/4/2019,Colombo,3.1,30.8,26,28.4
9/5/2019,Colombo,4.5,30.5,26.9,28.7
9/6/2019,Colombo,0,31.3,25.7,28.5
9/7/2019,Colombo,0,31.3,27.1,29.2
9/8/2019,Colombo,0,31.3,27.2,29.25
9/9/2019,Colombo,2.6,30.9,27.6,29.25
9/10/2019,Colombo,0.4,31.2,26.5,28.85
9/11/2019,Colombo,53.4,29.2,27.1,28.15
9/12/2019,Colombo,6.3,27.3,23.8,25.55
9/13/2019,Colombo,2.4,30.5,24.1,27.3
9/14/2019,Colombo,13,30.5,24.4,27.45
9/15/2019,Colombo,96.9,29.1,24.6,26.85
9/16/2019,Colombo,29.7,27.8,23.4,25.6
9/17/2019,Colombo,6.7,29.7,23.6,26.65
9/18/2019,Colombo,6.7,31.2,25.6,28.4
9/19/2019,Colombo,9.4,30.7,25.3,28
9/20/2019,Colombo,1.9,30.5,24.3,27.4
9/21/2019,Colombo,9.5,30.3,24.7,27.5
9/22/2019,Colombo,5.5,29.7,24.2,26.95
9/23/2019,Colombo,148.3,28,25.5,26.75
9/24/2019,Colombo,97.9,26,22.9,24.45
9/25/2019,Colombo,17,27.5,23.2,25.35
9/26/2019,Colombo,0,30.4,22.2,26.3
9/27/2019,Colombo,1.4,32.1,24.1,28.1
9/28/2019,Colombo,33.8,30.3,23.2,26.75
9/29/2019,Colombo,0,29.4,22.3,25.85
9/30/2019,Colombo,11.5,30.9,23.6,27.25
10/1/2019,Colombo,14.9,30.6,22.6,26.6
10/2/2019,Colombo,0,30.9,23,26.95
10/3/2019,Colombo,3.4,31.5,24.5,28
10/4/2019,Colombo,0.2,30.6,23.1,26.85
10/5/2019,Colombo,0.4,30,24.5,27.25
10/6/2019,Colombo,24.1,30.2,24,27.1
10/7/2019,Colombo,26.4,30.2,22.8,26.5
10/8/2019,Colombo,0,30.5,23.4,26.95
10/9/2019,Colombo,0,30.3,25.3,27.8
10/10/2019,Colombo,1.7,30.9,25.8,28.35
10/11/2019,Colombo,5.7,29.9,24.4,27.15
10/12/2019,Colombo,2.9,30.7,23.3,27
10/13/2019,Colombo,16.1,30.7,23.6,27.15
10/14/2019,Colombo,2.5,31.2,23.7,27.45
10/15/2019,Colombo,38.9,30.8,24.3,27.55
10/16/2019,Colombo,3.6,30.1,24,27.05
10/17/2019,Colombo,0,31.3,23.6,27.45
10/18/2019,Colombo,5.1,31.7,23.9,27.8
10/19/2019,Colombo,16.6,31.1,23.9,27.5
10/20/2019,Colombo,28.5,29.7,23.8,26.75
10/21/2019,Colombo,25.6,28.2,24.2,26.2
10/22/2019,Colombo,8.4,28.7,23.6,26.15
10/23/2019,Colombo,13.6,30.8,23.9,27.35
10/24/2019,Colombo,75.4,26.7,23.8,25.25
10/25/2019,Colombo,0.4,30.7,23.4,27.05
10/26/2019,Colombo,0.4,29.8,24,26.9
10/27/2019,Colombo,16.9,29.8,24.4,27.1
10/28/2019,Colombo,4.5,27.5,23.4,25.45
10/29/2019,Colombo,8.7,29.4,23.5,26.45
10/30/2019,Colombo,10,29.9,23.4,26.65
10/31/2019,Colombo,0,29.8,23,26.4
11/1/2019,Colombo,0,31.2,23.4,27.3
11/2/2019,Colombo,47.5,30.8,24.2,27.5
11/3/2019,Colombo,24.4,31.8,22.4,27.1
11/4/2019,Colombo,0.3,30.5,23.2,26.85
11/5/2019,Colombo,0.4,31.6,24.1,27.85
11/6/2019,Colombo,0,31.3,24.7,28
11/7/2019,Colombo,21.2,31.9,25.6,28.75
11/8/2019,Colombo,9.4,31.1,23.5,27.3
11/9/2019,Colombo,7.8,30.6,24.6,27.6
11/10/2019,Colombo,0,30.2,24.3,27.25
11/11/2019,Colombo,2,29.9,24,26.95
11/12/2019,Colombo,16.5,31.1,24.1,27.6
11/13/2019,Colombo,18.3,31.2,23.9,27.55
11/14/2019,Colombo,0,30.7,24.6,27.65
11/15/2019,Colombo,4.6,31.5,25.4,28.45
11/16/2019,Colombo,9.3,30.6,24.4,27.5
11/17/2019,Colombo,0,31.5,23.2,27.35
11/18/2019,Colombo,26.4,30.9,24.2,27.55
11/19/2019,Colombo,22.1,31,23.7,27.35
11/20/2019,Colombo,1.3,31.2,23.8,27.5
11/21/2019,Colombo,5.2,31.5,23.6,27.55
11/22/2019,Colombo,19.9,32.3,24.4,28.35
11/23/2019,Colombo,25.2,31.4,23.4,27.4
11/24/2019,Colombo,0,30.2,23.3,26.75
11/25/2019,Colombo,18.6,30.7,24.6,27.65
11/26/2019,Colombo,28.2,32.4,23.3,27.85
11/27/2019,Colombo,1.4,32.2,23.4,27.8
11/28/2019,Colombo,53.1,33.5,24.6,29.05
11/29/2019,Colombo,33.3,30.9,24.6,27.75
11/30/2019,Colombo,37.2,29.8,23.9,26.85
12/1/2019,Colombo,1.1,30.8,23.3,27.05
12/2/2019,Colombo,0,31.2,24,27.6
12/3/2019,Colombo,0,31.6,24.8,28.2
12/4/2019,Colombo,82,30.1,24.6,27.35
12/5/2019,Colombo,10.6,29.5,23.9,26.7
12/6/2019,Colombo,0,32.4,23.7,28.05
12/7/2019,Colombo,5.1,30.3,25.2,27.75
12/8/2019,Colombo,0,32.7,23.2,27.95
12/9/2019,Colombo,0,31.4,24.1,27.75
12/10/2019,Colombo,56.9,32.1,23.8,27.95
12/11/2019,Colombo,0,31.7,23.2,27.45
12/12/2019,Colombo,0,32.4,23.8,28.1
12/13/2019,Colombo,1,31.1,24,27.55
12/14/2019,Colombo,1,30.6,24.2,27.4
12/15/2019,Colombo,0,30.8,23.6,27.2
12/16/2019,Colombo,0,32.3,23.7,28
12/17/2019,Colombo,0,31.7,23.3,27.5
12/18/2019,Colombo,0.8,29.6,24.5,27.05
12/19/2019,Colombo,29.3,30.1,24.6,27.35
12/20/2019,Colombo,2,27.3,24.1,25.7
12/21/2019,Colombo,0,31.8,23.2,27.5
12/22/2019,Colombo,0,31.9,24.5,28.2
12/23/2019,Colombo,1,32.6,24.6,28.6
12/24/2019,Colombo,59.5,31.2,24.4,27.8
12/25/2019,Colombo,0,30.9,24.3,27.6
12/26/2019,Colombo,0,31.1,24.5,27.8
12/27/2019,Colombo,0,31.9,23.4,27.65
12/28/2019,Colombo,0,31.2,23.6,27.4
12/29/2019,Colombo,0,33.7,23.5,28.6
12/30/2019,Colombo,0,32.2,23.6,27.9
12/31/2019,Colombo,0,31.1,24.3,27.7
1/1/2020,Colombo,0.1,30.7,25.4,28.05
1/2/2020,Colombo,112.3,31.5,24.4,27.95
1/3/2020,Colombo,0,31.2,23.9,27.55
1/4/2020,Colombo,1.7,31.3,25.3,28.3
1/5/2020,Colombo,0,30.9,24.1,27.5
1/6/2020,Colombo,0,32.3,24.5,28.4
1/7/2020,Colombo,0,34.1,24.5,29.3
1/8/2020,Colombo,0,32.8,25.6,29.2
1/9/2020,Colombo,0,33.4,23.2,28.3
1/10/2020,Colombo,0,31.4,23.1,27.25
1/11/2020,Colombo,0,32.6,23.3,27.95
1/12/2020,Colombo,0,32.9,24.3,28.6
1/13/2020,Colombo,0,32.7,24.3,28.5
1/14/2020,Colombo,0,32.4,22.6,27.5
1/15/2020,Colombo,0,32,21.5,26.75
1/16/2020,Colombo,0,31.7,22.6,27.15
1/17/2020,Colombo,0,31.2,24,27.6
1/18/2020,Colombo,0.9,31.9,25.2,28.55
1/19/2020,Colombo,0.4,32.1,24.8,28.45
1/20/2020,Colombo,0.1,33.5,25.2,29.35
1/21/2020,Colombo,0,33.2,25.2,29.2
1/22/2020,Colombo,0.1,33.6,25.5,29.55
1/23/2020,Colombo,0,33.7,25.2,29.45
1/24/2020,Colombo,0,34.4,25,29.7
1/25/2020,Colombo,0,34,24.4,29.2
1/26/2020,Colombo,0,33.8,24.3,29.05
1/27/2020,Colombo,0,31.5,23.3,27.4
1/28/2020,Colombo,0,30.8,22.8,26.8
1/29/2020,Colombo,0,31.7,22.5,27.1
1/30/2020,Colombo,0,31.7,24.5,28.1
1/31/2020,Colombo,0,31.5,24.3,27.9
2/1/2020,Colombo,0,33.1,24,28.55
2/2/2020,Colombo,0,31.8,24.6,28.2
2/3/2020,Colombo,0,32.8,23.9,28.35
2/4/2020,Colombo,0,34.1,24.8,29.45
2/5/2020,Colombo,0,33.4,25.6,29.5
2/6/2020,Colombo,0,31.8,25,28.4
2/7/2020,Colombo,0,31.6,24.5,28.05
2/8/2020,Colombo,0,31.7,24.2,27.95
2/9/2020,Colombo,0,31.6,24.2,27.9
2/10/2020,Colombo,0,35.3,23.1,29.2
2/11/2020,Colombo,0,33.6,23.7,28.65
2/12/2020,Colombo,0,34.7,25.4,30.05
2/13/2020,Colombo,0,35.5,26,30.75
2/14/2020,Colombo,0.1,32.7,25.7,29.2
2/15/2020,Colombo,0,32.1,25.9,29
2/16/2020,Colombo,0,33.2,25.8,29.5
2/17/2020,Colombo,0,34,25.9,29.95
2/18/2020,Colombo,0,33.3,24,28.65
2/19/2020,Colombo,0,32.6,23.2,27.9
2/20/2020,Colombo,0,33.8,24.2,29
2/21/2020,Colombo,0,33.7,25.9,29.8
2/22/2020,Colombo,0,35.9,26.7,31.3
2/23/2020,Colombo,0,35.3,25.5,30.4
2/24/2020,Colombo,0,33.2,24.8,29
2/25/2020,Colombo,0,33.3,25.6,29.45
2/26/2020,Colombo,0,32.7,26.3,29.5
2/27/2020,Colombo,0,34.3,26.6,30.45
2/28/2020,Colombo,0,32.8,25.2,29
2/29/2020,Colombo,0,32.4,25.8,29.1
3/1/2020,Colombo,0,32.6,24.6,28.6
3/2/2020,Colombo,0,32.7,25.5,29.1
3/3/2020,Colombo,0,32.2,25.5,28.85
3/4/2020,Colombo,0,32.2,24.5,28.35
3/5/2020,Colombo,0,32.7,26,29.35
3/6/2020,Colombo,0.1,32.5,26.2,29.35
3/7/2020,Colombo,0,34,26,30
3/8/2020,Colombo,0,32.3,24.1,28.2
3/9/2020,Colombo,0,32.3,26,29.15
3/10/2020,Colombo,0,32.8,26.6,29.7
3/11/2020,Colombo,0,32.7,26.8,29.75
3/12/2020,Colombo,0,32.9,26.7,29.8
3/13/2020,Colombo,0,32.8,26.4,29.6
3/14/2020,Colombo,0,33.2,27,30.1
3/15/2020,Colombo,0,32.6,26.6,29.6
3/16/2020,Colombo,4.4,33,26.6,29.8
3/17/2020,Colombo,0,34.1,25.6,29.85
3/18/2020,Colombo,14.4,33.4,25.8,29.6
3/19/2020,Colombo,0,33.4,26.2,29.8
3/20/2020,Colombo,6.2,32.5,26.2,29.35
3/21/2020,Colombo,0,33.3,24.3,28.8
3/22/2020,Colombo,0,32.8,25.1,28.95
3/23/2020,Colombo,0,32.6,25.7,29.15
3/24/2020,Colombo,0,32.6,26.2,29.4
3/25/2020,Colombo,5.6,33.2,26.6,29.9
3/26/2020,Colombo,0,32.4,25.1,28.75
3/27/2020,Colombo,0,32.8,25.4,29.1
3/28/2020,Colombo,0,32.9,25.2,29.05
3/29/2020,Colombo,0.3,33.2,27.2,30.2
3/30/2020,Colombo,1.2,33.1,26.2,29.65
3/31/2020,Colombo,9.1,32.7,25.6,29.15
4/1/2020,Colombo,0,32.7,25.7,29.2
4/2/2020,Colombo,0,33,25,29
4/3/2020,Colombo,45,32.6,25.2,28.9
4/4/2020,Colombo,1.6,33.4,25.3,29.35
4/5/2020,Colombo,0.2,33,25.1,29.05
4/6/2020,Colombo,0,33.2,26.5,29.85
4/7/2020,Colombo,11.1,32.6,26.4,29.5
4/8/2020,Colombo,28.2,33,26.2,29.6
4/9/2020,Colombo,0,32.2,25,28.6
4/10/2020,Colombo,34.9,32.6,25.3,28.95
4/11/2020,Colombo,0,32.7,23.8,28.25
4/12/2020,Colombo,13.3,32.7,26.5,29.6
4/13/2020,Colombo,0,32,24.3,28.15
4/14/2020,Colombo,0,32.9,25.7,29.3
4/15/2020,Colombo,1,32.7,25,28.85
4/16/2020,Colombo,0,32.6,24.7,28.65
4/17/2020,Colombo,0,33.3,25.7,29.5
4/18/2020,Colombo,0,33.9,25.8,29.85
4/19/2020,Colombo,20,34.8,25.6,30.2
4/20/2020,Colombo,0,32.9,25.2,29.05
4/21/2020,Colombo,0.1,33.4,26.3,29.85
4/22/2020,Colombo,2,32.1,26.6,29.35
4/23/2020,Colombo,5.1,32.5,25.1,28.8
4/24/2020,Colombo,16.9,32,25.2,28.6
4/25/2020,Colombo,6.6,33.2,25.3,29.25
4/26/2020,Colombo,17.7,32.6,25.6,29.1
4/27/2020,Colombo,0,33.1,26.1,29.6
4/28/2020,Colombo,5.9,32.7,27.1,29.9
4/29/2020,Colombo,0.1,32.7,26.3,29.5
4/30/2020,Colombo,2.8,33.1,27.5,30.3
5/1/2020,Colombo,0.4,32.8,27.2,30
5/2/2020,Colombo,0,33.3,28.7,31
5/3/2020,Colombo,0,33.4,26.5,29.95
5/4/2020,Colombo,0,32.5,26.8,29.65
5/5/2020,Colombo,24.4,33,25.7,29.35
5/6/2020,Colombo,0.2,31.3,25.5,28.4
5/7/2020,Colombo,8.6,32.4,25.5,28.95
5/8/2020,Colombo,5.2,32.3,27,29.65
5/9/2020,Colombo,0,32.3,26.9,29.6
5/10/2020,Colombo,41.1,32.7,25.2,28.95
5/11/2020,Colombo,0.6,29.3,25.9,27.6
5/12/2020,Colombo,3.3,32.4,25.2,28.8
5/13/2020,Colombo,0,31.2,26.9,29.05
5/14/2020,Colombo,3.1,32.5,26.4,29.45
5/15/2020,Colombo,85,28.7,25.5,27.1
5/16/2020,Colombo,0,32,28.8,30.4
5/17/2020,Colombo,2.5,32,28.2,30.1
5/18/2020,Colombo,0,31.5,28.1,29.8
5/19/2020,Colombo,0.8,31,28.7,29.85
5/20/2020,Colombo,0,32,27.4,29.7
5/21/2020,Colombo,2.6,32.2,25.2,28.7
5/22/2020,Colombo,0.3,31.3,26.2,28.75
5/23/2020,Colombo,0,32,28.7,30.35
5/24/2020,Colombo,0.1,32,29,30.5
5/25/2020,Colombo,1.9,31.6,28.2,29.9
5/26/2020,Colombo,15.1,32,24.2,28.1
5/27/2020,Colombo,0,31.6,24.4,28
5/28/2020,Colombo,0.1,31.1,27.3,29.2
5/29/2020,Colombo,2.2,31.3,27.1,29.2
5/30/2020,Colombo,2,31.7,26.5,29.1
5/31/2020,Colombo,0.7,31.6,26.4,29
6/1/2020,Colombo,0,31.8,26.4,29.1
6/2/2020,Colombo,0,31.7,26.3,29
6/3/2020,Colombo,0,31.6,26.4,29
6/4/2020,Colombo,0,32,25.7,28.85
6/5/2020,Colombo,12.9,32.1,26.8,29.45
6/6/2020,Colombo,24.1,28.2,24.7,26.45
6/7/2020,Colombo,32.2,31.3,24,27.65
6/8/2020,Colombo,0,30.8,23.4,27.1
6/9/2020,Colombo,0.3,31.6,26.1,28.85
6/10/2020,Colombo,2.4,31.6,28.3,29.95
6/11/2020,Colombo,12.6,31.6,25.9,28.75
6/12/2020,Colombo,0,31.5,25.6,28.55
6/13/2020,Colombo,0,31.4,26.8,29.1
6/14/2020,Colombo,0.1,31.4,27.6,29.5
6/15/2020,Colombo,1,32.1,26.7,29.4
6/16/2020,Colombo,7.1,30.9,28,29.45
6/17/2020,Colombo,1.4,31.5,27,29.25
6/18/2020,Colombo,0,32,27.6,29.8
6/19/2020,Colombo,0,32,27.9,29.95
6/20/2020,Colombo,2.7,31.8,27.4,29.6
6/21/2020,Colombo,1.2,30.7,26.1,28.4
6/22/2020,Colombo,0,31,27.6,29.3
6/23/2020,Colombo,0,31.5,27.9,29.7
6/24/2020,Colombo,0,31.2,27.2,29.2
6/25/2020,Colombo,1.7,31.2,28.3,29.75
6/26/2020,Colombo,2.3,30,26.6,28.3
6/27/2020,Colombo,0.8,30.8,26.4,28.6
6/28/2020,Colombo,0,31.2,26.3,28.75
6/29/2020,Colombo,8.9,31.6,27,29.3
6/30/2020,Colombo,0.2,31.2,27.4,29.3
7/1/2020,Colombo,0.9,31.3,27.7,29.5
7/2/2020,Colombo,8.8,31.5,28.1,29.8
7/3/2020,Colombo,1.6,30.7,27.3,29
7/4/2020,Colombo,0,30.5,26.4,28.45
7/5/2020,Colombo,0,31.6,25.5,28.55
7/6/2020,Colombo,11.6,31.6,28.2,29.9
7/7/2020,Colombo,0.1,31.2,24.7,27.95
7/8/2020,Colombo,0,31,27.9,29.45
7/9/2020,Colombo,0.1,31.1,27.7,29.4
7/10/2020,Colombo,0,30.5,27.3,28.9
7/11/2020,Colombo,24,31.4,26.3,28.85
7/12/2020,Colombo,0.2,30.2,24.5,27.35
7/13/2020,Colombo,0,30.8,26.1,28.45
7/14/2020,Colombo,0,31.2,27.4,29.3
7/15/2020,Colombo,0.1,31.1,28,29.55
7/16/2020,Colombo,9.2,30.7,27.6,29.15
7/17/2020,Colombo,0,30.7,24.4,27.55
7/18/2020,Colombo,3.1,30.8,26,28.4
7/19/2020,Colombo,62.7,31,24.9,27.95
7/20/2020,Colombo,36.7,26.3,24.5,25.4
7/21/2020,Colombo,0,30.5,22.3,26.4
7/22/2020,Colombo,0,30.8,25.4,28.1
7/23/2020,Colombo,23.3,30.7,25.5,28.1
7/24/2020,Colombo,0.8,29.7,24,26.85
7/25/2020,Colombo,2.2,30.2,25,27.6
7/26/2020,Colombo,0.1,29.9,25.4,27.65
7/27/2020,Colombo,0,30.4,25.5,27.95
7/28/2020,Colombo,0,29.8,27.2,28.5
7/29/2020,Colombo,0,30.3,27.1,28.7
7/30/2020,Colombo,7.6,30.3,25.3,27.8
7/31/2020,Colombo,3,30.4,25.1,27.75
8/1/2020,Colombo,31.4,30.5,26.9,28.7
8/2/2020,Colombo,11.3,29.1,24.2,26.65
8/3/2020,Colombo,0.3,29.1,24.5,26.8
8/4/2020,Colombo,7.9,30.2,26.5,28.35
8/5/2020,Colombo,26.7,30.3,26.4,28.35
8/6/2020,Colombo,18.4,28.3,23.3,25.8
8/7/2020,Colombo,0,29.8,24.3,27.05
8/8/2020,Colombo,0,29.8,25.8,27.8
8/9/2020,Colombo,0.1,29.6,26.1,27.85
8/10/2020,Colombo,0.5,29.8,26.4,28.1
8/11/2020,Colombo,0,30.4,26.5,28.45
8/12/2020,Colombo,0,30.1,26.6,28.35
8/13/2020,Colombo,0,30.2,26.9,28.55
8/14/2020,Colombo,0,30,26.6,28.3
8/15/2020,Colombo,0,30.4,26.5,28.45
8/16/2020,Colombo,0,30.9,26.5,28.7
8/17/2020,Colombo,0,30.9,26.8,28.85
8/18/2020,Colombo,0,30.9,26.9,28.9
8/19/2020,Colombo,0,30.9,26.4,28.65
8/20/2020,Colombo,0,31.1,27.7,29.4
8/21/2020,Colombo,0.4,31.4,27.2,29.3
8/22/2020,Colombo,0,31.4,26.3,28.85
8/23/2020,Colombo,0,31.5,26.4,28.95
8/24/2020,Colombo,0.3,31.7,26.3,29
8/25/2020,Colombo,0,31.4,26.4,28.9
8/26/2020,Colombo,0,31.6,26.4,29
8/27/2020,Colombo,0,31.3,27.3,29.3
8/28/2020,Colombo,0,31.6,27.4,29.5
8/29/2020,Colombo,0,31.3,27.4,29.35
8/30/2020,Colombo,0,31.7,27.6,29.65
8/31/2020,Colombo,0.2,32,27.7,29.85
9/1/2020,Colombo,50.3,30.3,27.5,28.9
9/2/2020,Colombo,14.4,27.6,25.5,26.55
9/3/2020,Colombo,0,30.4,24.2,27.3
9/4/2020,Colombo,0.1,31,25.1,28.05
9/5/2020,Colombo,38.5,30.4,24.7,27.55
9/6/2020,Colombo,45.7,28.7,23.7,26.2
9/7/2020,Colombo,0,29.9,22.3,26.1
9/8/2020,Colombo,150.8,30.9,26.1,28.5
9/9/2020,Colombo,36.6,29.3,23.9,26.6
9/10/2020,Colombo,5.6,30.4,23.6,27
9/11/2020,Colombo,4,30.5,25.2,27.85
9/12/2020,Colombo,12.6,29.6,26.5,28.05
9/13/2020,Colombo,5.6,29.6,24.8,27.2
9/14/2020,Colombo,0.7,29.8,24.7,27.25
9/15/2020,Colombo,1.5,30,26.3,28.15
9/16/2020,Colombo,1.8,30.6,27,28.8
9/17/2020,Colombo,5.4,30.9,26.2,28.55
9/18/2020,Colombo,22.9,30.5,26.4,28.45
9/19/2020,Colombo,0.1,30.7,25.2,27.95
9/20/2020,Colombo,8.1,30.5,27,28.75
9/21/2020,Colombo,19.3,29.7,24.2,26.95
9/22/2020,Colombo,4.2,29.1,23.9,26.5
9/23/2020,Colombo,0,30.3,24.7,27.5
9/24/2020,Colombo,30.1,30.4,26.6,28.5
9/25/2020,Colombo,4.8,28.4,24.2,26.3
9/26/2020,Colombo,0,30.4,24.1,27.25
9/27/2020,Colombo,1.5,30.5,25.3,27.9
9/28/2020,Colombo,18.7,30.7,26.4,28.55
9/29/2020,Colombo,5.7,28.9,24.6,26.75
9/30/2020,Colombo,28.7,30.1,25,27.55
10/1/2020,Colombo,0,30.4,24.2,27.3
10/2/2020,Colombo,7,30.6,26.6,28.6
10/3/2020,Colombo,0.2,30.7,25.4,28.05
10/4/2020,Colombo,0,30.8,27.1,28.95
10/5/2020,Colombo,0,30.9,26.7,28.8
10/6/2020,Colombo,0,30.5,26.5,28.5
10/7/2020,Colombo,0,30.6,26.5,28.55
10/8/2020,Colombo,0,30.5,25.8,28.15
10/9/2020,Colombo,12.4,30.7,26.4,28.55
10/10/2020,Colombo,22.2,30.7,24.7,27.7
10/11/2020,Colombo,19.8,30.5,24.5,27.5
10/12/2020,Colombo,0,30.8,24.9,27.85
10/13/2020,Colombo,4.3,31.1,27.5,29.3
10/14/2020,Colombo,38.5,29.7,25.8,27.75
10/15/2020,Colombo,7.5,30,24.5,27.25
10/16/2020,Colombo,0,30.6,24.8,27.7
10/17/2020,Colombo,0,30.5,26.2,28.35
10/18/2020,Colombo,0,30.5,26.6,28.55
10/19/2020,Colombo,0,30.6,27.1,28.85
10/20/2020,Colombo,0.3,30.8,27,28.9
10/21/2020,Colombo,2.2,31,26.8,28.9
10/22/2020,Colombo,0.5,31.2,26.6,28.9
10/23/2020,Colombo,0.5,31.1,26.7,28.9
10/24/2020,Colombo,0,30.7,26.7,28.7
10/25/2020,Colombo,0,31.2,25.4,28.3
10/26/2020,Colombo,10,31.1,27.2,29.15
10/27/2020,Colombo,0,30.7,26.2,28.45
10/28/2020,Colombo,0.2,30.8,25.6,28.2
10/29/2020,Colombo,0,31.5,25.8,28.65
10/30/2020,Colombo,0,31.2,25.8,28.5
10/31/2020,Colombo,0,31.2,26,28.6
11/1/2020,Colombo,0,31.3,25.4,28.35
11/2/2020,Colombo,0,31.2,26.2,28.7
11/3/2020,Colombo,0,31.8,25.8,28.8
11/4/2020,Colombo,4.3,32,25.2,28.6
11/5/2020,Colombo,16.1,31.5,23.9,27.7
11/6/2020,Colombo,18.4,31.4,23.8,27.6
11/7/2020,Colombo,35.7,31.6,24.1,27.85
11/8/2020,Colombo,7.2,31.6,23,27.3
11/9/2020,Colombo,0,33.4,23.8,28.6
11/10/2020,Colombo,0.3,32.2,24.7,28.45
11/11/2020,Colombo,11.5,33.1,24.8,28.95
11/12/2020,Colombo,6,32.1,24.6,28.35
11/13/2020,Colombo,4.7,31.1,24.9,28
11/14/2020,Colombo,1.7,32.7,24,28.35
11/15/2020,Colombo,8.1,31,24.6,27.8
11/16/2020,Colombo,1.2,31.1,24.8,27.95
11/17/2020,Colombo,1.7,33.6,24.7,29.15
11/18/2020,Colombo,4.6,32.4,24.4,28.4
11/19/2020,Colombo,2,31.9,24.3,28.1
11/20/2020,Colombo,12.2,30.4,24.2,27.3
11/21/2020,Colombo,0.1,32.4,23.7,28.05
11/22/2020,Colombo,0,30.3,25.3,27.8
11/23/2020,Colombo,0,30.6,24.4,27.5
11/24/2020,Colombo,4.7,30.6,24.7,27.65
11/25/2020,Colombo,3.1,30,25.1,27.55
11/26/2020,Colombo,0,31.3,24.5,27.9
11/27/2020,Colombo,0,31.3,24.6,27.95
11/28/2020,Colombo,0,31.4,23.6,27.5
11/29/2020,Colombo,0,31.6,25.2,28.4
11/30/2020,Colombo,0,34.2,25.6,29.9
12/1/2020,Colombo,0,31.8,25,28.4
12/2/2020,Colombo,6,28.5,25.1,26.8
12/3/2020,Colombo,5.3,30.7,26.4,28.55
12/4/2020,Colombo,43.8,30.8,24.4,27.6
12/5/2020,Colombo,1.1,30.4,24.6,27.5
12/6/2020,Colombo,0,30.7,24,27.35
12/7/2020,Colombo,0,31.7,24.5,28.1
12/8/2020,Colombo,1.4,31.1,25.1,28.1
12/9/2020,Colombo,0,31.4,24.6,28
12/10/2020,Colombo,0,31.8,25.2,28.5
12/11/2020,Colombo,0,33,23.7,28.35
12/12/2020,Colombo,0,32.3,23.9,28.1
12/13/2020,Colombo,0,32.6,23.5,28.05
12/14/2020,Colombo,0,31.8,22.5,27.15
12/15/2020,Colombo,0.6,30.8,22.9,26.85
12/16/2020,Colombo,0,30.3,24.9,27.6
12/17/2020,Colombo,0,31.1,24.3,27.7
