Date,Month,Year,RF,T max ,T min,Avg_tem
13,7,2015,0,30.7,28.1,29.4
14,7,2015,0,31.2,28,29.6
15,7,2015,0,31.6,27.8,29.7
16,7,2015,0,31.5,27.3,29.4
17,7,2015,0,29.9,27.4,28.65
18,7,2015,0,31.3,27.6,29.45
19,7,2015,0,31.3,27,29.15
20,7,2015,4.3,31.4,26.6,29
21,7,2015,0,31.5,26.1,28.8
22,7,2015,0,30.4,27.3,28.85
23,7,2015,0,30.7,27.1,28.9
24,7,2015,14.5,30.9,24.1,27.5
25,7,2015,0,30.9,26.4,28.65
26,7,2015,7.9,30.5,25.3,27.9
27,7,2015,1.3,30.4,25.1,27.75
28,7,2015,0,30.6,25.5,28.05
29,7,2015,0,31.2,26,28.6
30,7,2015,0,31.6,27.5,29.55
31,7,2015,0,31.5,27.2,29.35
1,8,2015,0,31.9,26.4,29.15
2,8,2015,0,31.8,27.3,29.55
3,8,2015,0.9,31.4,27.8,29.6
4,8,2015,2.3,30.3,26.4,28.35
5,8,2015,0,30,26.2,28.1
6,8,2015,0,31.2,26.2,28.7
7,8,2015,0,31.9,27.7,29.8
8,8,2015,0,31.4,27.5,29.45
9,8,2015,0,31.2,28.1,29.65
10,8,2015,0.5,31.6,27.7,29.65
11,8,2015,2.1,31.6,27.6,29.6
12,8,2015,0,31.7,27.4,29.55
13,8,2015,0,31.7,27.5,29.6
14,8,2015,0,31.6,27.8,29.7
15,8,2015,1,31.2,27.9,29.55
16,8,2015,0.5,30.7,27.3,29
17,8,2015,10.2,32.3,24.3,28.3
18,8,2015,20.6,31.3,24.7,28
19,8,2015,0.6,31.1,24.7,27.9
20,8,2015,0.5,31.6,25.5,28.55
21,8,2015,1.4,31.6,27.5,29.55
22,8,2015,6.5,31.6,26.8,29.2
23,8,2015,5.6,31.7,26.6,29.15
24,8,2015,1.5,30.8,24.8,27.8
25,8,2015,0.7,30.8,27.3,29.05
26,8,2015,8.3,31.9,27.3,29.6
27,8,2015,4.1,31,26.1,28.55
28,8,2015,15.4,30.3,25.8,28.05
29,8,2015,1.2,31.2,24.6,27.9
30,8,2015,6.8,31.2,27.6,29.4
31,8,2015,0,31.1,25.6,28.35
1,9,2015,0,31.7,26.3,29
2,9,2015,0,31.5,26.7,29.1
3,9,2015,46.1,30.8,26.9,28.85
4,9,2015,0,30,24.2,27.1
5,9,2015,0,31.5,25.6,28.55
6,9,2015,39.5,31.3,25.1,28.2
7,9,2015,1.2,29.7,23.2,26.45
8,9,2015,3.9,31.1,23.9,27.5
9,9,2015,0,31.2,24.6,27.9
10,9,2015,33.5,30.5,25.6,28.05
11,9,2015,32.2,28.9,23.4,26.15
12,9,2015,0.8,31.1,24,27.55
13,9,2015,0.1,31.5,26.9,29.2
14,9,2015,6.1,31,27.9,29.45
15,9,2015,29.7,31.6,26.7,29.15
16,9,2015,10.4,31.3,24.5,27.9
17,9,2015,9.4,31.2,25.2,28.2
18,9,2015,10.7,31.6,26.7,29.15
19,9,2015,0,30.9,24.4,27.65
20,9,2015,11.7,31.3,25.1,28.2
21,9,2015,1.7,31.4,25.1,28.25
22,9,2015,12.9,31.2,27,29.1
23,9,2015,5.1,31.6,25.8,28.7
24,9,2015,19.1,31,26.9,28.95
25,9,2015,88.4,31,24.6,27.8
26,9,2015,59.8,26.3,24.4,25.35
27,9,2015,68.3,29.2,23.9,26.55
28,9,2015,59.1,30.7,23.4,27.05
29,9,2015,26.7,28.6,23.7,26.15
30,9,2015,55,27.1,23.4,25.25
1,10,2015,0,31.1,23.4,27.25
2,10,2015,0,31.7,25,28.35
3,10,2015,1.7,31.1,25.4,28.25
4,10,2015,31.8,31.3,26.9,29.1
5,10,2015,15.6,29.8,24.9,27.35
6,10,2015,11,31,24.4,27.7
7,10,2015,0.2,31,25.4,28.2
8,10,2015,1.2,30.7,25.2,27.95
9,10,2015,2.3,30.2,25.1,27.65
10,10,2015,4.7,31.3,24.8,28.05
11,10,2015,4.3,31.4,24.9,28.15
12,10,2015,3,31.2,25.4,28.3
13,10,2015,23.1,31.1,25.1,28.1
14,10,2015,2.9,30.6,24.9,27.75
15,10,2015,1.6,30.9,24.3,27.6
16,10,2015,28,31.4,24.2,27.8
17,10,2015,2.5,30.8,24.2,27.5
18,10,2015,38.4,31.3,23.9,27.6
19,10,2015,5.9,31.3,23.9,27.6
20,10,2015,2.5,30.9,24.9,27.9
21,10,2015,9.2,30.8,24.3,27.55
22,10,2015,6,31.1,24.6,27.85
23,10,2015,3.9,30.7,25.2,27.95
24,10,2015,7.9,30.7,25,27.85
25,10,2015,0.7,26.7,24.7,25.7
26,10,2015,0,30.9,24.5,27.7
27,10,2015,0.9,30.4,24,27.2
28,10,2015,0,31.9,24.4,28.15
29,10,2015,2.4,31.7,24.9,28.3
30,10,2015,11.9,29.9,24.4,27.15
31,10,2015,11.8,31.1,25.2,28.15
1,11,2015,13.5,30.3,23.9,27.1
2,11,2015,74.8,30.7,24.2,27.45
3,11,2015,0,29.9,23.6,26.75
4,11,2015,9,31.2,23.7,27.45
5,11,2015,10.3,30.8,24,27.4
6,11,2015,0.5,31.3,24,27.65
7,11,2015,9.7,31.3,24.2,27.75
8,11,2015,13.7,31,23.9,27.45
9,11,2015,0.6,30.8,24.3,27.55
10,11,2015,0,31.1,25,28.05
11,11,2015,5.8,31.4,25.2,28.3
12,11,2015,62.9,30.6,25,27.8
13,11,2015,59.6,28.4,24.1,26.25
14,11,2015,10,28.4,23.9,26.15
15,11,2015,57.7,26.4,23.9,25.15
16,11,2015,15.9,30.9,23.8,27.35
17,11,2015,0.6,31.4,24.6,28
18,11,2015,0,31.5,25.7,28.6
19,11,2015,22.4,31.4,25.6,28.5
20,11,2015,0,31.3,24.2,27.75
21,11,2015,0,30.9,25,27.95
22,11,2015,7.7,31.6,24.9,28.25
23,11,2015,29.8,31.7,24.4,28.05
24,11,2015,30.3,31.6,23.6,27.6
25,11,2015,0.3,32.9,23.4,28.15
26,11,2015,0,31.8,24.5,28.15
27,11,2015,0,32.9,24.5,28.7
28,11,2015,7.5,31.3,25.3,28.3
29,11,2015,1.3,31.3,23.9,27.6
30,11,2015,81.9,30.3,24.7,27.5
1,12,2015,0.4,31.1,23.9,27.5
2,12,2015,0,30.9,25.1,28
3,12,2015,1.2,31,24.9,27.95
4,12,2015,9.3,30,25.5,27.75
5,12,2015,0.6,30.8,24.7,27.75
6,12,2015,3.6,30.9,24.2,27.55
7,12,2015,86.3,31.7,24.4,28.05
8,12,2015,59.4,30.7,24.4,27.55
9,12,2015,1.6,31.6,23.3,27.45
10,12,2015,41.6,29.7,24.3,27
11,12,2015,1.4,29.7,24.3,27
12,12,2015,1.7,31.3,25.1,28.2
13,12,2015,10.6,31.8,24.8,28.3
14,12,2015,3,31.2,24.4,27.8
15,12,2015,114.4,31.3,23.8,27.55
16,12,2015,0,31,23.9,27.45
17,12,2015,0.4,30.4,23.4,26.9
18,12,2015,13.4,29.9,25.6,27.75
19,12,2015,3.5,30.8,23.6,27.2
20,12,2015,0,31.8,23.8,27.8
21,12,2015,0,31.8,25,28.4
22,12,2015,0,33.5,23.7,28.6
23,12,2015,0,33.4,23,28.2
24,12,2015,0,32.3,23.5,27.9
25,12,2015,0,32.2,23.6,27.9
26,12,2015,0,33.7,24.1,28.9
27,12,2015,6,30.7,25.6,28.15
28,12,2015,0,31.2,24.9,28.05
29,12,2015,18.2,32.1,24.7,28.4
30,12,2015,0,32.2,24.3,28.25
31,12,2015,0,34.1,24.1,29.1
1,1,2016,0,32.2,25.4,28.8
2,1,2016,0,31.4,24.3,27.85
3,1,2016,0,33.2,24,28.6
4,1,2016,0,33.6,24.9,29.25
5,1,2016,13.4,32.3,25.1,28.7
6,1,2016,51,32.4,24.8,28.6
7,1,2016,0,31.6,23.7,27.65
8,1,2016,0,32.7,25.6,29.15
9,1,2016,0,33.2,24.2,28.7
10,1,2016,0,32.6,25.8,29.2
11,1,2016,0,32.7,25,28.85
12,1,2016,0,32.8,23.8,28.3
13,1,2016,0,32.6,23.7,28.15
14,1,2016,0,31.5,23.4,27.45
15,1,2016,0,30.8,21.9,26.35
16,1,2016,0,31.6,22.9,27.25
17,1,2016,0,31.6,23.3,27.45
18,1,2016,0,30.5,23,26.75
19,1,2016,0,30.9,23.5,27.2
20,1,2016,0,31.5,24.5,28
21,1,2016,0,32.1,25.7,28.9
22,1,2016,0,32,24.5,28.25
23,1,2016,0.9,33,25.1,29.05
24,1,2016,0,32.7,25.5,29.1
25,1,2016,0,33.7,24.9,29.3
26,1,2016,0,34.7,25.3,30
27,1,2016,0,35.1,24.3,29.7
28,1,2016,0,32.1,21.8,26.95
29,1,2016,0,31.6,23.6,27.6
30,1,2016,0,32.8,22.6,27.7
31,1,2016,0,32.1,22.9,27.5
1,2,2016,0,31.9,23,27.45
2,2,2016,0,33.1,24.3,28.7
3,2,2016,0,35.5,22.7,29.1
4,2,2016,0,32.4,22.8,27.6
5,2,2016,0,32.5,24.2,28.35
6,2,2016,0,32.7,25.3,29
7,2,2016,0,32.1,26.1,29.1
8,2,2016,0,32.5,25.2,28.85
9,2,2016,51.4,33.5,26.3,29.9
10,2,2016,0,31.7,24.7,28.2
11,2,2016,0,32.5,25.4,28.95
12,2,2016,0,31.3,24.4,27.85
13,2,2016,0,31.2,24.9,28.05
14,2,2016,0,31.1,25.5,28.3
15,2,2016,6.6,32.2,25.1,28.65
16,2,2016,0,34.1,24.1,29.1
17,2,2016,0,34.2,25.7,29.95
18,2,2016,1.9,32.3,25.6,28.95
19,2,2016,15,31.9,24.9,28.4
20,2,2016,3.9,31.3,24.9,28.1
21,2,2016,0,31.8,24.1,27.95
22,2,2016,0,33.6,25.7,29.65
23,2,2016,0,31.5,25.4,28.45
24,2,2016,0,32.5,24.5,28.5
25,2,2016,27.9,32,26.7,29.35
26,2,2016,0,31.5,23.6,27.55
27,2,2016,0,32.5,24.9,28.7
28,2,2016,0,33.8,25.4,29.6
29,2,2016,0,34,26.2,30.1
1,3,2016,2.5,33.7,25.6,29.65
2,3,2016,0,33.5,25.1,29.3
3,3,2016,0,33.7,25.7,29.7
4,3,2016,4.2,34.4,25.9,30.15
5,3,2016,0.3,33.1,26,29.55
6,3,2016,0,32.3,26.2,29.25
7,3,2016,5.7,32.2,26.7,29.45
8,3,2016,9.8,32.5,26.2,29.35
9,3,2016,0,31.7,25.5,28.6
10,3,2016,0.6,32.7,26.9,29.8
11,3,2016,4.3,32.2,26.7,29.45
12,3,2016,0,31.8,26.1,28.95
13,3,2016,0,32.3,26,29.15
14,3,2016,0,32.6,26.8,29.7
15,3,2016,3,32.7,26.2,29.45
16,3,2016,0,32.1,25.9,29
17,3,2016,0,32.7,26.9,29.8
18,3,2016,0,32.9,26.5,29.7
19,3,2016,0,32.6,25.8,29.2
20,3,2016,0,32.6,25.5,29.05
21,3,2016,0,32.3,26.2,29.25
22,3,2016,0,33.3,25.5,29.4
23,3,2016,0,33.4,26,29.7
24,3,2016,0,33.2,27,30.1
25,3,2016,0,33.3,26.7,30
26,3,2016,0,33.2,26.3,29.75
27,3,2016,0,33.6,27.7,30.65
28,3,2016,1.2,33.8,26.6,30.2
29,3,2016,50.1,33.5,24.5,29
30,3,2016,0.2,32.8,24.1,28.45
31,3,2016,9.4,33.2,24.3,28.75
1,4,2016,0,32.6,26.2,29.4
2,4,2016,0,33.3,25.4,29.35
3,4,2016,0,33.6,25.6,29.6
4,4,2016,0,32.9,26.3,29.6
5,4,2016,22,33.2,26.3,29.75
6,4,2016,0,33,25.4,29.2
7,4,2016,0,32.9,25.8,29.35
8,4,2016,1.3,33.7,27.2,30.45
9,4,2016,3.8,33.8,26.5,30.15
10,4,2016,0,32.6,26.8,29.7
11,4,2016,2.3,33.3,26.5,29.9
12,4,2016,0,33.4,27.1,30.25
13,4,2016,0.3,33.3,27.5,30.4
14,4,2016,7,33.8,27.7,30.75
15,4,2016,36.8,33.5,26.5,30
16,4,2016,0,32.8,26.7,29.75
17,4,2016,0.1,32.5,26.7,29.6
18,4,2016,0,33.3,26.4,29.85
19,4,2016,32.3,32.6,27.6,30.1
20,4,2016,11.6,33.2,24.7,28.95
21,4,2016,53.1,33.1,25.8,29.45
22,4,2016,0,33.1,25,29.05
23,4,2016,0,33.7,27,30.35
24,4,2016,0,33.4,27.3,30.35
25,4,2016,0,33.5,28.3,30.9
26,4,2016,0,33.5,27.9,30.7
27,4,2016,0,33.6,25.7,29.65
28,4,2016,0,33.9,26.6,30.25
29,4,2016,0.5,34,26,30
30,4,2016,14.8,33.2,26.6,29.9
1,5,2016,2.1,33.1,24,28.55
2,5,2016,0,33.1,25.8,29.45
3,5,2016,25.7,33.4,26.9,30.15
4,5,2016,13.2,33.6,26.3,29.95
5,5,2016,4.1,32.3,24.1,28.2
6,5,2016,0,31.5,24.9,28.2
7,5,2016,17.8,32.7,26.1,29.4
8,5,2016,10.8,32.7,25,28.85
9,5,2016,3.4,32.6,25.2,28.9
10,5,2016,22.1,33.1,24.7,28.9
11,5,2016,33.2,32.3,24.5,28.4
12,5,2016,49.7,31.1,24,27.55
13,5,2016,2.6,32.1,24.6,28.35
14,5,2016,76.4,32.1,25.6,28.85
15,5,2016,256.9,26.9,25.1,26
16,5,2016,26,28.8,23.9,26.35
17,5,2016,19.5,30.4,25.5,27.95
18,5,2016,0.9,31.8,26.8,29.3
19,5,2016,9.8,30.5,27.9,29.2
20,5,2016,0.8,32.1,26.6,29.35
21,5,2016,1.8,31.2,26.5,28.85
22,5,2016,10.6,32.1,27.6,29.85
23,5,2016,4.8,32.5,27.6,30.05
24,5,2016,9.4,30.5,26.3,28.4
25,5,2016,12.1,32.4,26.6,29.5
26,5,2016,4.1,32.3,26.3,29.3
27,5,2016,112.6,31.5,26.5,29
28,5,2016,0.4,30.3,23.9,27.1
29,5,2016,0.4,30.3,25.9,28.1
30,5,2016,6.2,31.3,28.1,29.7
31,5,2016,15,30.3,27.2,28.75
1,6,2016,7.6,31.7,25.2,28.45
2,6,2016,0.2,31.7,26.8,29.25
3,6,2016,2.2,31.6,28.3,29.95
4,6,2016,6.3,31.1,27.3,29.2
5,6,2016,8.7,31.6,28.2,29.9
6,6,2016,0,31.6,27.2,29.4
7,6,2016,48.3,31.6,26.8,29.2
8,6,2016,7.4,31.3,24.7,28
9,6,2016,8.3,31.3,25.4,28.35
10,6,2016,15,31,24.7,27.85
11,6,2016,16.1,31.2,26.5,28.85
12,6,2016,6.6,31.4,26.7,29.05
13,6,2016,0,31,25,28
14,6,2016,0,31.5,28,29.75
15,6,2016,0,31.5,28,29.75
16,6,2016,0,30.8,28,29.4
17,6,2016,1.8,31,28.1,29.55
18,6,2016,2.6,30.3,27.6,28.95
19,6,2016,0,30.5,27.1,28.8
20,6,2016,1.2,31,26.5,28.75
21,6,2016,0,30.7,24.3,27.5
22,6,2016,0,31,27.2,29.1
23,6,2016,0,31,26.9,28.95
24,6,2016,0,31.1,27.1,29.1
25,6,2016,0,30.6,27.2,28.9
26,6,2016,0,30.5,26.3,28.4
27,6,2016,0,30.9,27,28.95
28,6,2016,0,30.6,26.7,28.65
29,6,2016,0,31,27.4,29.2
30,6,2016,0,31.4,27.4,29.4
1,7,2016,0,31.2,27.1,29.15
2,7,2016,0,31.4,27.5,29.45
3,7,2016,0,31.8,26.9,29.35
4,7,2016,0,31.4,27.3,29.35
5,7,2016,0,31.2,26.8,29
6,7,2016,0,31.7,27.7,29.7
7,7,2016,0,31.3,27.2,29.25
8,7,2016,0,31.2,28.1,29.65
9,7,2016,4.4,31.5,27.8,29.65
10,7,2016,0,31.1,25.1,28.1
11,7,2016,19.9,31.5,26,28.75
12,7,2016,4.3,30.2,24.1,27.15
13,7,2016,0,30.6,23.3,26.95
14,7,2016,0.7,30.6,27.1,28.85
15,7,2016,0.1,30.1,26.3,28.2
16,7,2016,1.8,30.5,25.9,28.2
17,7,2016,0,30,24.9,27.45
18,7,2016,0,30.5,26,28.25
19,7,2016,0,30.3,26.5,28.4
20,7,2016,0,30.4,26.8,28.6
21,7,2016,0,30.8,27.1,28.95
22,7,2016,0,30.6,26.6,28.6
23,7,2016,0.7,30.6,27,28.8
24,7,2016,3.9,29.5,26.2,27.85
25,7,2016,0,29.7,25.5,27.6
26,7,2016,8.2,30.5,26,28.25
27,7,2016,0,30.2,25.3,27.75
28,7,2016,0,30.4,25.6,28
29,7,2016,0.3,30.5,26.7,28.6
30,7,2016,4.9,30,26.4,28.2
31,7,2016,0,30.3,25.6,27.95
1,8,2016,0,31.1,26.9,29
2,8,2016,0,30.3,26.7,28.5
3,8,2016,0,31.1,26.7,28.9
4,8,2016,0,31.2,26.9,29.05
5,8,2016,0,31.3,26.9,29.1
6,8,2016,0,31.5,27.4,29.45
7,8,2016,0,31.3,27.3,29.3
8,8,2016,0.2,30.9,27.4,29.15
9,8,2016,0,31.1,27.3,29.2
10,8,2016,0,31.2,27.5,29.35
11,8,2016,0,31.6,27.3,29.45
12,8,2016,0,31,27.6,29.3
13,8,2016,0,31.2,27.5,29.35
14,8,2016,0.4,31.1,27.6,29.35
15,8,2016,0,31.3,27.4,29.35
16,8,2016,0,31.2,27.2,29.2
17,8,2016,0,31.1,27.5,29.3
18,8,2016,0,31.6,27.2,29.4
19,8,2016,0,31,27.4,29.2
20,8,2016,0,30.6,27,28.8
21,8,2016,0,31.1,27.2,29.15
22,8,2016,0,30.1,27.4,28.75
23,8,2016,0,31,27,29
24,8,2016,0,30.7,26.8,28.75
25,8,2016,0,30.7,26.9,28.8
26,8,2016,0,30.9,26.6,28.75
27,8,2016,0,30.7,26.7,28.7
28,8,2016,0,30.4,26.3,28.35
29,8,2016,0,31.6,26.9,29.25
30,8,2016,0,30.8,26.7,28.75
31,8,2016,0.5,31.2,26.9,29.05
1,9,2016,4.2,30.8,25.6,28.2
2,9,2016,0,28.3,26.4,27.35
3,9,2016,0,30.2,26.2,28.2
4,9,2016,0,30.5,26.5,28.5
5,9,2016,0,30.8,26.2,28.5
6,9,2016,0,30.9,26.8,28.85
7,9,2016,0,30.6,26.5,28.55
8,9,2016,0,30.4,26.2,28.3
9,9,2016,0.1,30.7,26.3,28.5
10,9,2016,0,31.1,26.6,28.85
11,9,2016,0,30.8,26.6,28.7
12,9,2016,0,30.4,26.7,28.55
13,9,2016,0,30.5,26.8,28.65
14,9,2016,0,29.6,26.8,28.2
15,9,2016,0,30.6,26.9,28.75
16,9,2016,0,31,26.6,28.8
17,9,2016,0,30.9,26.6,28.75
18,9,2016,0,30.3,26.8,28.55
19,9,2016,0,30.6,26.8,28.7
20,9,2016,0,31.2,27,29.1
21,9,2016,0,30.6,26.7,28.65
22,9,2016,0,30.6,26.8,28.7
23,9,2016,0,30.1,26.9,28.5
24,9,2016,0,31,26.8,28.9
25,9,2016,0,30.9,26.7,28.8
26,9,2016,0,31.3,27,29.15
27,9,2016,0,31.2,27,29.1
28,9,2016,6.9,31.4,27,29.2
29,9,2016,17.8,31.2,25.9,28.55
30,9,2016,0,30.4,24.8,27.6
1,10,2016,0,31.2,26.7,28.95
2,10,2016,0.3,31.6,27.1,29.35
3,10,2016,0.5,31.1,26.1,28.6
4,10,2016,0.7,31.3,25.3,28.3
5,10,2016,0,31.1,26.8,28.95
6,10,2016,0,31.5,27.2,29.35
7,10,2016,0,31.1,26.9,29
8,10,2016,0,32.2,26.9,29.55
9,10,2016,0,31.6,26.6,29.1
10,10,2016,0,31.6,27.4,29.5
11,10,2016,0,31.5,27.2,29.35
12,10,2016,0,31.6,27.1,29.35
13,10,2016,2.6,31.5,27,29.25
14,10,2016,2.6,31.5,24.2,27.85
15,10,2016,136.3,31.6,25.7,28.65
16,10,2016,0.9,31.1,23.9,27.5
17,10,2016,10.5,31,24.6,27.8
18,10,2016,40.9,31.5,25,28.25
19,10,2016,0,29.6,24.8,27.2
20,10,2016,6.4,31.2,25.1,28.15
21,10,2016,0,30.6,25.7,28.15
22,10,2016,7.4,30.5,26.6,28.55
23,10,2016,19.3,30,25.1,27.55
24,10,2016,110.7,29.6,24.4,27
25,10,2016,0.9,30.8,22.5,26.65
26,10,2016,4.5,30.6,24.7,27.65
27,10,2016,0,30.8,24.6,27.7
28,10,2016,0,30.8,24.9,27.85
29,10,2016,8.5,31.2,25.9,28.55
30,10,2016,13.2,30.7,26.3,28.5
31,10,2016,7.8,30.7,24.5,27.6
1,11,2016,36.4,30.6,24,27.3
2,11,2016,0.7,30.6,23.6,27.1
3,11,2016,0.6,29,24.9,26.95
4,11,2016,55.9,29.8,24.5,27.15
5,11,2016,21.2,29.6,23.8,26.7
6,11,2016,3.3,26,24.8,25.4
7,11,2016,3.8,31.5,23.5,27.5
8,11,2016,0,30.7,24.6,27.65
9,11,2016,10,31.1,24.5,27.8
10,11,2016,35.1,31.4,24.1,27.75
11,11,2016,0,30.4,24.2,27.3
12,11,2016,11.9,30.7,25.9,28.3
13,11,2016,0,30.5,24.4,27.45
14,11,2016,2.1,30.6,25.8,28.2
15,11,2016,0,30.9,24.7,27.8
16,11,2016,29,32.2,23.9,28.05
17,11,2016,34.9,31.2,23.2,27.2
18,11,2016,11.9,32.6,23.6,28.1
19,11,2016,19.2,29.9,23.9,26.9
20,11,2016,0.4,29.1,24.7,26.9
21,11,2016,1.4,30.5,23.9,27.2
22,11,2016,61.7,31.3,24.4,27.85
23,11,2016,60.3,31.8,23.9,27.85
24,11,2016,0,32.9,24.4,28.65
25,11,2016,5,33.1,24.7,28.9
26,11,2016,0,31.6,25.2,28.4
27,11,2016,0,31.4,24.4,27.9
28,11,2016,0,30,23.7,26.85
29,11,2016,0,29.7,23.2,26.45
30,11,2016,0,29.2,24.7,26.95
1,12,2016,0,30.6,23,26.8
2,12,2016,0,31.2,24.9,28.05
3,12,2016,0,31.6,23.5,27.55
4,12,2016,0,31.1,25.6,28.35
5,12,2016,0,33.6,23.7,28.65
6,12,2016,0,33.3,24.2,28.75
7,12,2016,0,32.6,24.4,28.5
8,12,2016,0.4,32.1,25.1,28.6
9,12,2016,10.8,31.1,26.1,28.6
10,12,2016,0,30.5,24.7,27.6
11,12,2016,0.1,31.2,25.1,28.15
12,12,2016,0,31.2,27.2,29.2
13,12,2016,0,31.3,26.8,29.05
14,12,2016,0,31.1,24.3,27.7
15,12,2016,3.1,31.7,23,27.35
16,12,2016,0,30.8,24.2,27.5
17,12,2016,0,32.6,24.6,28.6
18,12,2016,0,33.5,24.2,28.85
19,12,2016,0,32,24.6,28.3
20,12,2016,0,31.5,25.3,28.4
21,12,2016,54.1,31,24.6,27.8
22,12,2016,0,30.9,24.5,27.7
23,12,2016,0,31.3,23.2,27.25
24,12,2016,0,29.2,19.9,24.55
25,12,2016,0,28.7,20.5,24.6
26,12,2016,0,30.7,22.5,26.6
27,12,2016,50.2,32.7,25.6,29.15
28,12,2016,46.4,30.3,24.3,27.3
29,12,2016,0,30.6,23.5,27.05
30,12,2016,0,32.7,22.7,27.7
31,12,2016,0,32,24.2,28.1
1,1,2017,0,32.6,24.4,28.5
2,1,2017,0,31.7,24.5,28.1
3,1,2017,0,32.5,25.5,29
4,1,2017,0,29.7,22.7,26.2
5,1,2017,0,29.2,20.1,24.65
6,1,2017,0,31.2,21.6,26.4
7,1,2017,0,32.3,21.1,26.7
8,1,2017,0,33,20.1,26.55
9,1,2017,0,30,21.7,25.85
10,1,2017,0,30,20.7,25.35
11,1,2017,0,29.9,22.2,26.05
12,1,2017,0,29.6,20.5,25.05
13,1,2017,0,32.9,21.3,27.1
14,1,2017,0,31.6,21.5,26.55
15,1,2017,0,33,22,27.5
16,1,2017,0,32.6,24.3,28.45
17,1,2017,0,31.8,22,26.9
18,1,2017,0,32.6,22.3,27.45
19,1,2017,0,31.8,22.9,27.35
20,1,2017,0.2,31.3,24.1,27.7
21,1,2017,16.1,31.2,24.5,27.85
22,1,2017,0,29.9,24.5,27.2
23,1,2017,0.2,30.5,24.7,27.6
24,1,2017,0.1,29.7,23.3,26.5
25,1,2017,0,30.6,24.2,27.4
26,1,2017,19.1,33,24.4,28.7
27,1,2017,0,28.2,24.2,26.2
28,1,2017,46.8,30.3,23.8,27.05
29,1,2017,0.2,31.8,22.4,27.1
30,1,2017,0,31.1,25,28.05
31,1,2017,0,31.8,23.8,27.8
1,2,2017,0,30.6,22.6,26.6
2,2,2017,0,31.4,22.5,26.95
3,2,2017,0,33.8,21.7,27.75
4,2,2017,0,32.2,21.6,26.9
5,2,2017,0,30.8,21.7,26.25
6,2,2017,0,31,22.7,26.85
7,2,2017,0,30.9,21.1,26
8,2,2017,0,29.7,21.7,25.7
9,2,2017,0,30.5,22.3,26.4
10,2,2017,0,30.2,22.4,26.3
11,2,2017,0,30.5,23,26.75
12,2,2017,0,32,23.4,27.7
13,2,2017,0,31.5,22.6,27.05
14,2,2017,18.9,31.9,24,27.95
15,2,2017,0,33.8,24.8,29.3
16,2,2017,0,34.8,24.2,29.5
17,2,2017,0,33.8,24.3,29.05
18,2,2017,11.4,33.3,23.8,28.55
19,2,2017,55.6,31.7,25.5,28.6
20,2,2017,0,29.8,23.6,26.7
21,2,2017,0,30.5,22.7,26.6
22,2,2017,0,30.5,23.7,27.1
23,2,2017,0,31.2,24.9,28.05
24,2,2017,4.7,31.3,24.9,28.1
25,2,2017,0.3,31.1,24.3,27.7
26,2,2017,1.3,29.3,24.4,26.85
27,2,2017,0,30,24.2,27.1
28,2,2017,0.1,30.9,24.5,27.7
1,3,2017,0,28.6,25,26.8
2,3,2017,0,30.6,23.9,27.25
3,3,2017,14.6,30.8,24.6,27.7
4,3,2017,0,30.4,23.9,27.15
5,3,2017,0,31.6,24.2,27.9
6,3,2017,0,31.3,25.8,28.55
7,3,2017,0,31.3,26.3,28.8
8,3,2017,3.4,31.6,26.1,28.85
9,3,2017,0,31.3,25.6,28.45
10,3,2017,0.8,32,25.1,28.55
11,3,2017,2.7,30.6,24.3,27.45
12,3,2017,0,31.3,24.3,27.8
13,3,2017,0.2,31.6,24.9,28.25
14,3,2017,59.9,31.3,24.4,27.85
15,3,2017,42.4,31.3,23.3,27.3
16,3,2017,0.5,30.7,23.3,27
17,3,2017,0,30.8,24,27.4
18,3,2017,0,31.6,25.1,28.35
19,3,2017,0,31.7,25.7,28.7
20,3,2017,0,31.7,25.8,28.75
21,3,2017,0,31.8,25.3,28.55
22,3,2017,0,31.7,25.5,28.6
23,3,2017,0,31.7,25,28.35
24,3,2017,0,32,25.3,28.65
25,3,2017,0,31.6,24.6,28.1
26,3,2017,0,31.2,23.7,27.45
27,3,2017,0,31.2,25.3,28.25
28,3,2017,0.5,31.9,24.8,28.35
29,3,2017,8.4,31.9,25.1,28.5
30,3,2017,0,31.9,24.2,28.05
31,3,2017,0.4,32.3,26,29.15
1,4,2017,1.1,32.3,25.5,28.9
2,4,2017,0,32.3,26,29.15
3,4,2017,0.8,32.9,25.7,29.3
4,4,2017,0,32.1,25.4,28.75
5,4,2017,0,32.7,25.7,29.2
6,4,2017,0,32.9,26,29.45
7,4,2017,0,32.9,27.3,30.1
8,4,2017,0,33,26.7,29.85
9,4,2017,1.9,32.7,26.5,29.6
10,4,2017,0,32.7,25.9,29.3
11,4,2017,18.1,32.5,27.2,29.85
12,4,2017,58.2,31.8,23.3,27.55
13,4,2017,0,31.6,24.8,28.2
14,4,2017,0,32.5,25.2,28.85
15,4,2017,0,32.4,27.3,29.85
16,4,2017,0,32.4,28.9,30.65
17,4,2017,0,32.4,29,30.7
18,4,2017,0,32.1,28.8,30.45
19,4,2017,0,32.4,28.8,30.6
20,4,2017,0,32.4,28.7,30.55
21,4,2017,0,32.3,28.3,30.3
22,4,2017,0,32.6,27.3,29.95
23,4,2017,0,32.6,28.9,30.75
24,4,2017,1.1,32.7,29.1,30.9
